ownerUsername,text,post_url
compas.co.id,"🎇 Welcome to 2026! 🎇

Tahun baru adalah momen tepat untuk melihat peluang dengan kacamata baru.
Mari jadikan setiap keputusan lebih tajam dan setiap langkah lebih pasti bersama Compas.co.id. Kami siap mendampingi brand-mu untuk tumbuh lebih tangguh dan unggul di e-commerce.

🚀 Ready to start Enabling Success together?

#HappyNewYear2026 #EnablingSuccess #compascoid #EcommerceStrategy #DataDriven",https://www.instagram.com/p/DS9JWIZEipG/
compas.co.id,"7 dari 10 top brand teratas di Q3 2025 berasal dari luar negeri, menunjukkan betapa kuatnya kepercayaan konsumen terhadap kualitas produk mereka.

Tapi, brand lokal nggak tinggal diam! Beberapa mulai tembus 10 besar dan berpotensi naik di kuartal selanjutnya 🚀

Swipe terus untuk lihat jajaran lengkapnya, Jangan lupa scan barcode di slide terakhir untuk akses insight lebih lengkap ya! 🔍📲

#CompasMarketInsight #TopBrandEcommerce #PembersihWajah #FMCGInsights #EcommerceIndonesia",https://www.instagram.com/p/DTH4qigkgdn/
compas.co.id,"Brand lokal ini sukses mempertahankan posisi puncak selama dua kuartal berturut-turut, sementara satu brand lainnya berhasil naik 4 peringkat dan kini menempel ketat di posisi 2! Persaingannya makin ketat, tapi konsistensi tetap jadi kunci utama.

📲 Scan barcode di slide terakhir atau kunjungi link di bio kami untuk lihat datanya secara lengkap!

#TopBrandEcommerce #FacialMist #MarketInsight #EcommerceIndonesia #CompasMarketInsight",https://www.instagram.com/p/DTcgS_DEvz1/
compas.co.id,"Setelah saling kejar di kuartal sebelumnya, akhirnya ada brand global yang berhasil merebut posisi puncak di Q3 2025 💧✨

Mulai dari kandungan menenangkan hingga fungsi melembapkan, toner tetap jadi produk esensial yang nggak pernah absen di skincare rutin

Yuk, cek selengkapnya di postingan ini dan temukan insight lainnya lewat link di bio atau scan barcode terakhir! 🔍📲

#CompasMarketInsight #TopBrandEcommerce #TonerWajah #EcommerceIndonesia #SkincareRoutine",https://www.instagram.com/p/DTARgo5Egsa/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali umumkan nominasi 10 brand teratas untuk kategori Facial Wash Anak & Bayi di EPIC Awards 2026!

Nggak cuma sabun, facial wash untuk anak & bayi kini makin jadi perhatian karena menyangkut kenyamanan dan keamanan kulit si kecil. Brand-brand yang masuk daftar ini berhasil menunjukkan di tengah persaingan dengan menawarkan formula yang lembut, bebas iritasi, dan cocok untuk kulit sensitif anak dan bayi. 👶🧼

Untuk data lengkap soal penjualan, posisi brand, dan insight kategori lainnya, langsung klik link di bio atau kunjungi website kami ya!

#EPICAwards2026 #FacialWashAnakBayi #CompasMarketInsight #EcommerceIndonesia #TopBrandEcommerce",https://www.instagram.com/p/DTNDXqZkvdW/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali umumkan 10 brand terbaik kategori Toner yang masuk nominasi EPIC Awards 2026!

Dikenal sebagai kunci awal skincare routine, toner kini bukan hanya produk pelengkap tapi jadi favorit banyak konsumen yang makin paham kandungan dan fungsinya. Brand-brand dalam daftar ini berhasil unggul berkat kombinasi inovasi, positioning yang tepat, dan kepercayaan konsumen di e-commerce!

📲 Cari tahu lebih banyak insight seputar penjualan dan performa kategori Toner di e-commerce, klik link di bio sekarang!

#EPICAwards2026 #Toner #TopBrandEcommerce #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DThulK5Eplk/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali umumkan nominasi 10 brand teratas untuk kategori Honey Spread di EPIC Awards 2026!

Kategori ini mungkin terlihat sederhana, tapi nyatanya kompetisinya manis sekaligus ketat! 🍯 
Brand-brand di daftar ini berhasil menarik perhatian konsumen dengan kualitas rasa, kandungan alami, hingga kemasan praktis yang cocok untuk gaya hidup modern dan sehat.

Untuk data lengkap soal penjualan, posisi brand, dan insight kategori lainnya, langsung klik link di bio atau kunjungi website kami ya!

#EPICAwards2026 #HoneySpread #CompasMarketInsight #EcommerceIndonesia #TopBrandEcommerce",https://www.instagram.com/p/DTPplv8Eh_U/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali umumkan daftar nominasi untuk kategori Pembersih Wajah Pria di EPIC Awards 2026!

Dengan tren perawatan diri pria yang terus berkembang, produk pembersih wajah pria kini bukan lagi sekadar pelengkap. Brand-brand yang masuk daftar nominasi ini menunjukkan performa luar biasa di e-commerce, menjawab kebutuhan pria modern akan kebersihan dan tampilan fresh setiap hari

📲 Untuk data lengkap soal penjualan, posisi brand, hingga insight menarik lainnya, langsung kunjungi website kami lewat link di bio!

#EPICAwards2026 #PembersihWajahPria #TopBrandEcommerce #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DTfNcqkktCc/
compas.co.id,"Di tengah pasar hair styling yang makin dinamis, brand lokal masih terus jadi andalan konsumen. Trio besar bertahan di posisi atas selama dua kuartal berturut-turut, tapi jangan lewatkan juga brand-brand yang berhasil comeback ke jajaran Top 10 setelah sempat absen!

📊 Data lengkapnya bisa kamu temukan juga lewat scan QR di slide terakhir atau langsung klik link di bio kami ya!

#HairStyling #EcommerceInsight #CompasMarketInsight #Shopee #FMCGInsight",https://www.instagram.com/p/DS4b0dgkoGj/
compas.co.id,"Dengan strategi harga produk Rp34 ribuan, brand lokal ini sukses mempertahankan market share 10,8% di posisi puncak selama dua kuartal berturut-turut

Cek data lengkap di postingan ini & kunjungi link di bio untuk lihat kategori lainnya! Yuk diskusi di kolom komentar 💬👇

#LipTint #ShopeeInsight #CompasMarketInsight #TopBrand2025  #EcommerceIndonesia",https://www.instagram.com/p/DSUXwKKkgYo/
compas.co.id,"3 brand lokal ini masih sulit digeser dari posisi top 5 kategori blush on sejak Kuartal II 2025, konsistensinya patut diacungi jempol👍! Mulai dari hasil natural sampai tampilan bold, blush on jadi andalan banyak konsumen untuk tampil lebih fresh 💖

Cek jajaran lengkapnya di postingan ini & temukan insight lebih dalam lewat link di bio atau scan barcode terakhir ya! 🔎📲

#CompasMarketInsight #TopBrandEcommerce #BlushOn #EcommerceIndonesia",https://www.instagram.com/p/DSmbJXDkmRT/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand nominasi untuk kategori Calming Cream di EPIC Awards 2026!

Di tengah meningkatnya perhatian pada kesehatan kulit dan kenyamanan sehari-hari, produk calming cream jadi pilihan, khususnya untuk perawatan kulit bayi dan kulit sensitif. Brand-brand yang masuk nominasi ini berhasil menunjukkan performa penjualan yang solid!

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #CalmingCream #CompasMarketInsight #EcommerceIndonesia #CNBCIndonesia",https://www.instagram.com/p/DSpFMe6kg68/
compas.co.id,"Salah satu brand lokal sukses naik 6 peringkat dan langsung masuk jajaran Top 5 di Shopee. Sementara brand-brand lain pun masih saling salip dalam perebutan market share yang makin kompetitif.

📊 Fakta menariknya, 9 dari 10 brand Top Diet Detox di Shopee saat ini berasal dari brand lokal jadi bukti kalau strategi yang tepat bisa bawa pertumbuhan signifikan!

🔍 Masih banyak insight menarik soal performa kategori Diet Detox dari data Compas.co.id. Yuk, Klik link di bio kami untuk coba demo dashboard dan temukan data lengkap Top Brand & Seller kategori Diet Detox lainnya!

#DietDetox #EcommerceIndonesia #CompasMarketInsight  #ShopeeInsight",https://www.instagram.com/p/DS16LNGEmaZ/
compas.co.id,"🚨 Compas.co.id x CNBC kembali merilis daftar 10 brand nominasi untuk kategori Beauty Package di EPIC Awards 2026!

Di tengah persaingan ketat industri kecantikan, paket produk justru jadi strategi jitu yang makin dilirik. Brand-brand dalam nominasi ini berhasil membungkus daya tarik, fungsi, dan harga dalam satu paket dan mencetak angka penjualan yang mengesankan!

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #BeautyPackage #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DSZiTqLkhRJ/
compas.co.id,"Dari sirup hingga gummy, vitamin anak kini makin variatif dan fungsional. Para ibu di e-commerce nggak cuma cari yang bisa bantu nafsu makan, tapi juga yang bantu daya tahan tubuh dan nyaman dikonsumsi anak.

Data Compas.co.id mengungkap: format pack punya peran besar menentukan pilihan bukan cuma fungsi produk!

👉 Slide ke kanan buat lihat insight lengkap soal tren, top format pack, dan strategi brand yang menang di kategori ini

📲 Untuk data lengkap kategori vitamin bayi & anak dan insight lainnya, scan QR di slide terakhir atau klik link di bio kami!

#CompasMarketInsight #EcommerceIndonesia #VitaminAnak #FMCGIndonesia #InsightEcommerce",https://www.instagram.com/p/DSuK7hqkm4Y/
compas.co.id,"Dua brand yang sudah 2 kuartal berturut-turut mengamankan posisi teratas, kembali menunjukkan stabilitas performanya di kategori serum wajah di Shopee pada Q3 2025

Cek data lengkap di postingan ini & kunjungi link di bio untuk lihat kategori lainnya! Yuk diskusi di kolom komentar 💬👇

#CompasMarketInsight #TopBrand #DataEcommerce #Serum #EPICAwards2026",https://www.instagram.com/p/DSCcaAAkuZ1/
compas.co.id,"💡 Saatnya Skincare Nggak Cuma di Oles, Tapi Juga Diminum!
Tren beauty from within makin nyata di e-commerce. 

Data Compas.co.id membuktikannya.
Tren terbaru di e-commerce menunjukkan: produk vitamin & suplemen dewasa bukan lagi sekadar pelengkap, tapi menjadi bagian dari strategi kecantikan.

Bukan cuma soal glowing luar, kini produk yang mampu menyentuh aspek beauty & wellness sekaligus, justru makin dicari.

📌 Apakah brand Anda sudah siap memenangkan konsumen yang mulai “beauty from within”?

#BeautyWellness2026 #SupplementTrends #EcommerceIndonesia #CompasMarketInsight",https://www.instagram.com/p/DR4I63mEozx/
compas.co.id,"Brand lokal ini sukses mencatatkan pencapaian luar biasa kategori Kapas di Shopee pada kuartal II 2025, dengan market share hampir 50% brand ini jauh meninggalkan para kompetitornya!

#TopBrand2025 #ShopeeIndonesia #KategoriKapas #EcommerceInsight #CompasMarketInsight",https://www.instagram.com/p/DRmHg2gkqZn/
compas.co.id,"Brand global ini berhasil geser posisi brand lokal dan memimpin puncak dengan market share tertinggi. Selain itu, ada 3 brand yang berhasil kembali masuk kedalam jajaran top 10 di shopee pada q3 2025!

Cek data lengkap di postingan ini & kunjungi link di bio untuk lihat kategori lainnya! Yuk diskusi di kolom komentar 💬👇

#CompasMarketInsight #PaketKecantikan #FMCGIndonesia #EcommerceIndonesia",https://www.instagram.com/p/DRt0CP6EuCv/
compas.co.id,"🏆 Siap-siap, panggung e-commerce kembali berguncang!
Compas.co.id x @cnbcindonesia resmi merilis daftar 10 nominasi brand whey protein untuk EPIC Awards 2026!

Persaingan di kategori ini makin ketat sepanjang tahun. Brand-brand yang masuk nominasi adalah mereka yang berhasil jaga ritme performa dan adaptasi cepat di e-commerce.

🎯 Apakah ada brand kamu salah satunya?

Cek siapa saja yang berhasil menembus top list dan temukan insight lengkapnya di website kami atau klik link di bio!

#EPICAwards2026 #WheyProtein #EcommerceIndonesia #CompasMarketInsight",https://www.instagram.com/p/DRy7V3JElWQ/
compas.co.id,"📊 Gimana, udah siap nyusun strategi buat setengah tahun terakhir 2025?
Tenang, tim expert Compas.co.id baru aja rilis “Indonesian FMCG E-Commerce Report for 1st Half 2025” report yang bisa bantu kamu ambil keputusan lebih tepat dan berbasis data!

Di laporan ini, kamu bisa temukan:
🛍 Kategori dengan penjualan tertinggi
📈 Perbandingan kekuatan tiap e-commerce
🔍 Persaingan antar brand sepanjang Januari–Juni 2025

📥 Yuk, download dan pelajari reportnya sekarang!
🔗 Klik link di bio

#FMCGIndonesia #EcommerceTrends #MarketInsight #CompasReport #DataDrivenStrategy",https://www.instagram.com/p/DPVuqQ1ksLs/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand terbaik untuk kategori Breastfeeding Supplement di EPIC Awards 2026!

Brand-brand ini menunjukkan performa terbaiknya dalam memenuhi kebutuhan ibu menyusui di tengah pasar yang semakin kompetitif dan sukses tampil konsisten serta relevan di e-commerce

👀 Apakah brand kamu salah satunya?

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #BreastfeedingSupplement #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DSHg05hkj54/
compas.co.id,"Persaingan kategori Loose Powder di E-Commerce makin powdery dan ketat! 🌪️✨

Data Compas.co.id (Jan-Okt 2025) menunjukkan Shopee yang memimpin 66% pangsa pasar kategori ini, dengan 58.3% penjualan disumbangkan langsung oleh Official Store. Ini membuktikan bahwa konsumen kini mencari TRUST (kepercayaan) di atas segalanya.

Compas.co.id x @cnbcindonesia dengan bangga merilis daftar 10 Brand Loose Powder Terbaik (Nominees) untuk EPIC Awards 2026. Para brand ini dinilai berhasil menjaga performa penjualan dan kepercayaan konsumen.

🏆 Congratulations to the Top 10 Nominees: 

@seamakeup.id
@wardahbeauty
@ultimaii_id
@dazzleme_id
@marckscosmeticind
@somethincofficial
@nufaceid
@focallurebeauty
@makeoverid
@azzuracosmetics.id

⚠️ ATTENTION Apakah brand Kamu masuk daftar di atas? Jangan biarkan pencapaian ini hanya jadi postingan lewat!

👉 Segera klaim “Official Nominee Badge” Kamu sekarang! Gunakan badge ini pada kemasan dan materi promosi Lebaran nanti sebagai validasi mutlak untuk meningkatkan kepercayaan konsumen dan Conversion Rate.

Validasi kemenanganmu dengan langsung melalui via DM Compas.co.id yaa!!

#EPICAwards2026 #CompasMarketInsight #LoosePowder #TopBrandEcommerce #FMCGInsights",https://www.instagram.com/p/DUCTMJWkutL/
compas.co.id,"Selama dua kuartal berturut-turut, dua brand teratas masih memimpin market share dua digit kategori lipstik di Shopee pada kuartal III 2025. Tapi gap antar brand di posisi bawahnya mulai menipis! 🔥

kira-kira ada kejutan di kuartal berikutnya dari brand-brand yang sedang mengejar ketat? Yuk share di kolom komentar !!

Cek lengkapnya di slide ini dan temukan insight lainnya lewat link di bio atau scan barcode di akhir slide! 📊✨

#CompasMarketInsight #TopBrandEcommerce #Lipstik #EcommerceIndonesia  #FMCGTrends",https://www.instagram.com/p/DTKd7fNkre1/
compas.co.id,"Di tengah fluktuasi kompetitor, dua brand lokal tetap kokoh di puncak kategori bedak di Shopee pada Q3 2025! 💪

Namun persaingan belum usai brand-brand lain mulai menunjukkan momentum kuat untuk menyusul. Siapa yang akan bertahan sampai akhir tahun? 

#CompasMarketInsight #EPICAwards2026 #Bedak #TopBrandEcommerce #FMCGIndonesia",https://www.instagram.com/p/DR_z1NgkjcV/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand terbaik untuk kategori Lip Tint di EPIC Awards 2026!

Lip Tint bukan sekadar tren. Di balik tiap klik dan checkout, brand-brand ini berhasil membuktikan posisinya lewat performa e-commerce yang mencuri perhatian

👀 Apakah brand kamu salah satunya?

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #LipTint #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DSE8uBPEoaX/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand nominasi untuk kategori Lip Cream di EPIC Awards 2026!

Kategori ini selalu jadi ajang panas di industri kecantikan karena lip cream bukan hanya produk dekoratif, tapi juga bagian dari ekspresi diri yang paling sering dibeli ulang oleh konsumen. Para brand dalam nominasi ini berhasil mencetak penjualan tinggi dan mempertahankan konsistensinya di tengah tren warna dan preferensi yang terus berubah!

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #LipCream #CompasMarketInsight #EcommerceIndonesia #CNBCIndonesia",https://www.instagram.com/p/DStYcMzkitF/
compas.co.id,"Nilai pasar serum di e-commerce Indonesia tembus Rp1,1 Triliun hanya dalam 1 kuartal. Tapi menariknya, data Compas.co.id menunjukkan bahwa kebutuhan konsumen sudah tidak lagi hanya soal “mencerahkan” kulit.

Segmen produk seperti Anti-Acne tumbuh konsisten, sementara Brightening yang sempat turun kini kembali melonjak!

📌 Siap menangkap peluang dari kedua sisi ini?

Yuk, cek insight lengkap soal tren pasar serum di dashboard kami dan pastikan strategi brand kamu nggak cuma ikut tren, tapi sesuai kebutuhan nyata konsumen!

🔗 Link demo di bio ya!

#CompasMarketInsight  #SerumSkincare #FMCGInsight #StrategiBrand2026",https://www.instagram.com/p/DSKMdOLktok/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand terbaik untuk kategori Collagen Drink di EPIC Awards 2026!

Bersaing di tengah tren kesehatan kulit dan kecantikan yang terus meningkat, hanya brand-brand dengan performa e-commerce luar biasa yang berhasil menembus nominasi!

👀 Apakah brand kamu salah satunya?

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #CollagenDrink #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DR1jsZxkpmB/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand nominasi untuk kategori Susu Formula Premium di EPIC Awards 2026!

Di tengah tuntutan kualitas nutrisi terbaik, brand-brand dalam nominasi ini berhasil mencatat penjualan luar biasa di e-commerce berkat kombinasi formula unggulan, kredibilitas, dan strategi pemasaran yang tepat sasaran

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #SusuFormulaPremium #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DS9xA-wErp0/
compas.co.id,"🚨 Compas.co.id x @cnbcindonesia kembali merilis daftar 10 brand nominasi untuk kategori Baby Soap di EPIC Awards 2026!

Performa tinggi di kategori ini bukan sekadar soal angka, tapi tentang kepercayaan para ibu di Indonesia. Brand-brand dalam nominasi ini berhasil jadi pilihan utama untuk kebutuhan si kecil lewat performa e-commerce yang konsisten dan meyakinkan.

🛁 Apakah brand kamu jadi andalan para ibu juga?

Untuk info lengkap soal data penjualan, insight tiap kategori, hingga highlight brand terpilih lainnya, langsung kunjungi website kami atau klik link di bio ya!

#EPICAwards2026 #BabySoap #CompasMarketInsight #EcommerceIndonesia",https://www.instagram.com/p/DSXAkx2EjAj/
compas.co.id,"🌿 Wellness Tea bukan cuma soal rasa. Di balik popularitasnya, ada perubahan cara pandang konsumen terhadap gaya hidup sehat.

Data Compas.co.id menunjukkan tren kenaikan konsisten tiap kuartal, dengan nilai penjualan tembus Rp123,1 Miliar di Q3 2025

Konsumen kini tidak lagi hanya mencari minuman enak, tapi juga manfaat yang bisa jadi bagian dari rutinitas “self-care” 💆‍♀️✨

📈 Apakah wellness tea akan jadi kategori besar berikutnya di e-commerce? Yuk share di kolom komentar!

Cek insight lengkapnya lewat klik link di bio atau scan QR code di slide terakhir!

#CompasMarketInsight #WellnessTea #EcommerceIndonesia #BeautyFromWithin #FMCGInsight",https://www.instagram.com/p/DScXOsbknyJ/
compas.co.id,"Brand global ini masih kokoh di puncak dengan market share dua kali lipat dibanding pesaing terdekatnya. Tapi kejutan datang dari brand lokal ada yang naik 4 peringkat dan sukses rebut posisi 3 besar! 👀

Cek data lengkap di postingan ini & kunjungi link di bio untuk lihat kategori lainnya! Yuk diskusi di kolom komentar 💬👇

#CompasMarketInsight #BodyLotionBodyButter #TopBrandEcommerce  #EcommerceIndonesia",https://www.instagram.com/p/DSRwEfJkr4K/
compas.co.id,"Brand lokal ini sukses mempertahankan posisi teratas di kategori Sunscreen Aftersun selama dua kuartal berturut-turut! Persaingannya makin seru gap antar market share tipis bikin tiap strategi jadi penentu siapa yang paling bersinar di e-commerce ☀️✨

Cek data lengkapnya di postingan ini & temukan insight kategori lainnya lewat QR atau link di bio!

Yuk diskusi di kolom komentar! 👇

#CompasMarketInsight #SunscreenAftersun #TopBrandEcommerce #EcommerceIndonesia",https://www.instagram.com/p/DSj47U4kkm2/
compas.co.id,"Compas.co.id x @cnbcindonesia kembali umumkan nominasi 10 brand teratas untuk kategori Sunscreen Aftersun di EPIC Awards 2026!

Di tengah makin meningkatnya kesadaran akan pentingnya perlindungan & perawatan kulit pasca terpapar sinar matahari, kategori ini mulai menunjukkan pertumbuhan stabil di e-commerce. Deretan brand dalam daftar ini berhasil merespons tren tersebut lewat inovasi formula dan positioning yang relevan.

📲 Untuk data lengkap soal penjualan, peringkat brand, dan insight kategori lainnya, langsung kunjungi website kami lewat link di bio ya!

#EPICAwards2026 #SunscreenAftersun #CompasMarketInsight #EcommerceIndonesia #TopBrandEcommerce",https://www.instagram.com/p/DTxM7Ktkt95/
